GridID,TimeInterval,smsin,smsout,callin,callout,internet
100,1383278400000,,,,,0.0407742548283371
100,1383293400000,0.1597187151155935,,,,
10000,1383292800000,0.4164906269910169,,,,
10000,1383306000000,0.2082453134955084,,,,
10000,1383317400000,,,,,0.2082453134955084
1002,1383276600000,0.0080691549785065,,,,
1002,1383302400000,0.0067242958154221,,0.0013448591630844,,
1003,1383275400000,,,,,0.001022986861976
1005,1383261000000,,,,,0.0101505416898595
1005,1383262200000,,,,,0.0406021667594381
1005,1383265200000,,,,,0.020301083379719
1005,1383269400000,,,,,0.020301083379719
1005,1383271800000,,,,,0.006123962287825
1005,1383276000000,,,,,0.0101505416898595
1005,1383276600000,0.0317927324874617,,,,
1005,1383288000000,,,,,0.0101505416898595
1005,1383288600000,,,,,0.0101505416898595
1005,1383292800000,,,,,0.0101505416898595
1005,1383293400000,,,,,0.0101505416898595
1005,1383294000000,,,,,0.020301083379719
1005,1383294600000,,,,,0.0101505416898595
1005,1383295200000,,,,,0.020301083379719
1005,1383295800000,,,,,0.0101505416898595
1005,1383302400000,0.0264939437395514,,0.0052987887479102,,
1005,1383319200000,,,,,0.0101505416898595
1005,1383319800000,,,,,0.0101505416898595
1005,1383320400000,,,,,0.020301083379719
1005,1383339000000,,,,,0.0101505416898595
1005,1383341400000,,,,,0.0101505416898595
1006,1383276600000,0.0031736113986097,,,,
1006,1383302400000,0.0026446761655081,,0.0005289352331016,,
1007,1383276000000,0.0097094882642731,,,,
1007,1383336600000,,0.003236496088091,,,
1008,1383274800000,,,,,0.055115660599345
1008,1383276000000,0.0007276966335559,,,,
1008,1383316800000,,,,,0.055115660599345
1008,1383336600000,,0.0002425655445186,,,
1008,1383339000000,0.055115660599345,,,,
1015,1383275400000,,,,,0.0005424678950037
1016,1383275400000,,,,,0.0015035058290982
