GridID,TimeInterval,smsin,smsout,callin,callout,internet
1000,1383325800000,,,,,0.0800995970142345
1000,1383327000000,0.160199194028469,,,,
1000,1383328200000,,,0.0703118355801948,,
10000,1383286800000,,,,0.0859947728846425,
1007,1383297000000,,,,0.003236496088091,
1007,1383297600000,,,,0.003236496088091,
1007,1383306600000,,,0.003236496088091,,
1007,1383307200000,,,,0.003236496088091,
1007,1383308400000,0.003236496088091,,,0.003236496088091,
1007,1383310200000,,,0.003236496088091,0.003236496088091,
1007,1383315000000,,,,0.003236496088091,
1007,1383325200000,,,,0.003236496088091,
1007,1383327000000,0.003236496088091,,,0.003236496088091,
1007,1383327600000,0.003236496088091,,,,
1007,1383328200000,,,,0.003236496088091,
1007,1383328800000,0.003236496088091,,0.003236496088091,,
1007,1383329400000,,,0.003236496088091,,
1007,1383330000000,,,0.006472992176182,,
1007,1383330600000,,,,0.003236496088091,
1008,1383297000000,,,,0.0002425655445186,
1008,1383297600000,,,,0.0002425655445186,
1008,1383306600000,,,0.0002425655445186,,
1008,1383307200000,,,,0.0002425655445186,
1008,1383308400000,0.0002425655445186,,,0.0002425655445186,
1008,1383310200000,,,0.0002425655445186,0.0002425655445186,
1008,1383315000000,,,,0.0002425655445186,
1008,1383325200000,,,,0.0002425655445186,
1008,1383327000000,0.0002425655445186,,,0.0002425655445186,
1008,1383327600000,0.0002425655445186,,,,
1008,1383328200000,,,,0.0002425655445186,
1008,1383328800000,0.0002425655445186,,0.0002425655445186,,
1008,1383329400000,,,0.0002425655445186,,
1008,1383330000000,,,0.0004851310890372,,
1008,1383330600000,,,,0.0002425655445186,
102,1383293400000,,,,0.0075337953325166,
102,1383306000000,,,,0.0027123356349349,
