GridID,TimeInterval,countrycode,transfer
10000,1383319800000,39,20.38497330421792
1018,1383302400000,39,5.700607930027724
1001,1383300600000,39,4.984818997800682
100,1383306000000,33,0.0815485096566743
1016,1383289200000,39,2.4337640742990905
1,1383318000000,39,12.636741947322712
1013,1383312600000,46,0.0125206092576234
1007,1383330000000,39,3.4209650392367545
1019,1383292800000,39,2.865459808639874
100,1383271800000,46,0.0407742548283371
1008,1383321600000,39,6.863761574400901
1003,1383312600000,39,8.797065177984518
1013,1383327000000,39,5.025288640265549
1013,1383304800000,39,5.566141819861167
1015,1383331800000,39,5.712708673665984
1019,1383308400000,41,0.0413574384492897
101,1383323400000,39,12.914184128342663
1003,1383307800000,39,4.8736376842267735
1009,1383300000000,39,4.772075082764032
1010,1383327000000,39,4.603858213193832
10,1383343800000,39,6.111732223380367
1006,1383309000000,46,0.0095842223443156
1001,1383299400000,39,5.917516399005816
1,1383267600000,39,7.19216205511537
1014,1383262800000,39,3.903375793966536
1000,1383299400000,39,34.93538250893958
1009,1383327600000,46,0.001211907338106
1013,1383309000000,39,5.173065891710248
1016,1383326400000,46,0.0017157797127517
1016,1383339000000,46,0.0020982928220541
1012,1383319200000,33,0.0190713338870469
1019,1383294600000,39,3.589879515011779
1007,1383307800000,39,3.4517392035400687
1012,1383340800000,39,4.939139012153176
1006,1383261600000,39,2.9651090285450694
1000,1383281400000,39,4.5576253044537
101,1383299400000,39,15.963308616826584
1017,1383346200000,39,3.1058537424910666
101,1383346200000,39,13.260669565544193
1008,1383300600000,46,2.425655445186E-4
1009,1383302400000,39,4.500994508127052
1015,1383324600000,39,5.76358686511932
1009,1383331200000,39,5.048808121182911
1000,1383280200000,39,4.40574597674609
1008,1383306000000,39,6.595726657525764
1006,1383340800000,39,3.577102663906696
1002,1383280800000,39,2.359774523943821
1015,1383261600000,46,0.0308400267627135
1005,1383330600000,41,0.0052987887479102
1014,1383300000000,46,0.0125834599669658
1014,1383326400000,39,4.766459848964843
1016,1383261600000,39,3.316350233440868
1010,1383310800000,39,6.666566393270886
1,1383314400000,39,13.725529258069647
1010,1383277200000,39,2.418682548488599
1001,1383319200000,39,5.955057787083639
1001,1383319800000,46,0.0203572254965652
1006,1383325200000,39,4.115626117747979
1010,1383341400000,39,5.476379022665613
1,1383276600000,39,5.07081912115954
1009,1383270000000,39,2.592748184224397
1001,1383308400000,39,4.907161755153807
1002,1383322200000,39,4.657446570884707
1005,1383312600000,39,6.274693113093003
1010,1383289800000,39,2.962801490218036
1005,1383327600000,41,0.0105975774958205
1007,1383267000000,46,0.0054248949108197
1004,1383260400000,39,3.838101007271968
1014,1383269400000,39,3.14049626796625
100,1383294000000,33,0.0407742548283371
1012,1383330000000,46,0.0095356669435234
1003,1383302400000,39,5.277573705761299
1015,1383282600000,39,2.6901586335882044
1008,1383296400000,39,6.18113121647645
1018,1383267000000,39,3.2047823246943605
100,1383304800000,41,0.0815485096566743
100,1383333600000,39,12.362528843658048
100,1383323400000,33,0.0407742548283371
1002,1383283800000,39,2.5889500796176788
1009,1383262800000,39,5.089217924108701
1009,1383341400000,39,5.405457453263484
102,1383270000000,39,5.889942989770941
1009,1383294600000,88239,0.001211907338106
10,1383295800000,39,7.402846600683262
1010,1383301200000,33,0.0187056015411806
10,1383273600000,39,2.786656990759565
1008,1383313200000,46,2.425655445186E-4
1008,1383337800000,39,6.71662595132376
1017,1383331800000,46,5.126286844988E-4
1007,1383312000000,39,3.691137989963817
1008,1383298800000,353,2.425655445186E-4
1004,1383291600000,39,4.101854072650822
1009,1383264000000,39,3.43596123861608
1018,1383340800000,39,4.065011402819512
1004,1383265800000,39,3.84152761577542
1002,1383334800000,39,4.667222727039544
1015,1383307800000,39,5.622292766308663
1017,1383326400000,39,4.208723824276573
102,1383279000000,39,5.202738830116454
1013,1383261600000,39,4.381905409029292
1005,1383304800000,39,4.095893883961046
1005,1383292800000,43,0.0101505416898595
1007,1383277200000,46,0.0054248949108197
102,1383275400000,39,4.513573068245486
1,1383344400000,39,9.063345420356026
1013,1383321600000,39,6.26244209035944
1008,1383331800000,46,0.0053925497947002
1006,1383300600000,41,5.289352331016E-4
100,1383331800000,39,11.40928400926112
1019,1383333600000,39,4.9075321948297255
1004,1383310200000,39,5.443101888303447
1001,1383335400000,39,5.048529055595897
1004,1383330000000,39,6.018691848215449
1002,1383289200000,353,5.696450868746E-4
1015,1383321000000,39,5.118387915672915
1010,1383342600000,39,4.958433635606355
1012,1383295800000,39,4.994421141009069
1002,1383271800000,39,2.952485763754599
100,1383298800000,34,0.0798593575577967
1018,1383342000000,39,4.546339267791199
100,1383324000000,49,0.0407742548283371
100,1383310800000,39,13.633521956187288
1016,1383303600000,39,4.625855628082916
1016,1383324600000,39,5.166554866655275
1,1383260400000,39,11.028366381681026
1000,1383317400000,39,50.74812371907189
1015,1383324000000,49,5.424678950037E-4
1018,1383289800000,39,3.19458990589218
10,1383281400000,39,3.4135716171982287
