GridID,TimeInterval,countrycode,transfer
100,1383337800000,39,9.813786010204062
1019,1383279600000,39,1.9586625722863844
1016,1383327000000,46,0.0017157797127517
1006,1383343200000,46,0.0071425135294879
1008,1383318600000,39,7.440443375081235
1004,1383291000000,39,3.1485949243765705
1006,1383331200000,39,4.824868113815731
1014,1383279000000,46,0.0125834599669658
100,1383336000000,33,0.0815485096566743
1003,1383277800000,39,2.418235193920388
1002,1383320400000,46,0.0203572254965652
1007,1383298200000,39,3.084523576894607
1015,1383333600000,39,5.244380206542977
1000,1383303000000,39,40.556075123413855
100,1383343800000,33,0.0407742548283371
1007,1383340200000,39,3.4124421079040954
1019,1383334800000,39,4.416333346992687
1008,1383313800000,34,0.055115660599345
1012,1383329400000,39,6.6668688981049495
1011,1383282000000,39,2.3968105810372125
1013,1383304200000,32,0.0187056015411806
1003,1383263400000,39,3.298374688384651
1019,1383288000000,39,2.277317248748271
100,1383336000000,46,0.0407742548283371
10000,1383299400000,39,38.02063892330822
100,1383316200000,33,0.0407742548283371
1017,1383317400000,39,4.969221067437132
1001,1383312000000,39,5.130812213263413
1017,1383333600000,39,4.577863007355767
100,1383334800000,39,9.226054921618566
1002,1383285600000,39,3.1368791528601943
1017,1383295800000,39,4.425467801061251
1005,1383300000000,46,0.0020950477103623
1003,1383291600000,39,3.838034862664119
1007,1383280200000,39,1.506401541994849
1005,1383306600000,39,3.5870909827523763
10000,1383317400000,39,21.073736821660862
1017,1383307200000,39,4.2237066486501575
1018,1383334200000,39,5.097243725593805
1016,1383331800000,39,5.020048902543775
1015,1383285600000,39,3.3998414092532308
1006,1383293400000,39,2.9392896965090403
1013,1383262200000,39,4.120562662503816
1018,1383304800000,39,5.361051536291595
1005,1383301200000,39,3.608597200454243
1014,1383285000000,39,3.0728176702100343
1014,1383303000000,39,4.746569196748127
1008,1383310800000,39,6.986217819583632
1016,1383286200000,39,2.8934866340979264
1002,1383299400000,46,5.696450868746E-4
1008,1383302400000,33,0.0053925497947002
1017,1383332400000,39,6.7255072256725
10,1383336600000,39,6.018057136455701
1003,1383289800000,39,3.762329532415418
1011,1383339000000,46,0.004714336869705
1000,1383296400000,39,24.947765353026632
1012,1383315000000,39,5.924745162323746
10000,1383270600000,39,11.79156657129365
1013,1383268800000,46,0.0125206092576234
1002,1383306600000,41,0.0013448591630844
10,1383336000000,39,6.813265486198388
101,1383270000000,39,6.576161822997512
1001,1383306000000,39,5.726508530273318
1018,1383294000000,39,3.285933909910958
1015,1383304800000,46,0.0125834599669658
100,1383289200000,33,0.0407742548283371
1016,1383312600000,46,0.0020982928220541
1010,1383306000000,39,5.003839740451592
101,1383310800000,39,14.693216250319075
1004,1383311400000,39,6.2760718668863
1017,1383320400000,39,4.305514854632045
1003,1383333600000,39,5.044656254737521
1009,1383278400000,39,2.0303704467439645
1006,1383339600000,39,4.1300275858951245
100,1383291600000,49,0.0407742548283371
1019,1383300000000,39,7.353406413897146
1019,1383344400000,39,3.684451754540346
1006,1383303000000,49,0.0010578704662032
1017,1383264600000,39,3.94285330999656
1008,1383328800000,46,0.055115660599345
1002,1383282000000,39,2.7722563752049263
1006,1383331800000,39,4.538964475740842
1011,1383265800000,39,2.4748568061069136
1015,1383342600000,39,4.967389355293174
1015,1383289200000,353,0.0125834599669658
1008,1383308400000,39,5.996754325065286
1009,1383339000000,46,0.001211907338106
1015,1383296400000,39,4.467888622109216
1008,1383316200000,33,0.055115660599345
1017,1383337800000,39,5.619800780401245
1011,1383312600000,39,6.604476570733761
1001,1383278400000,39,2.4479825909864865
1015,1383269400000,39,3.160136204207971
1001,1383346200000,33,0.007971259099211
1019,1383307200000,39,5.187895842373207
102,1383306000000,39,12.156773364013656
1019,1383267000000,39,2.3068173245675725
1004,1383274800000,46,0.0052803655136576
1009,1383276600000,39,2.190971098457151
1001,1383280800000,39,2.4057474732579065
1014,1383340800000,39,4.522268154760324
102,1383291000000,39,9.056573729526086
1005,1383320400000,46,0.0161691339294144
1008,1383289200000,353,0.0053925497947002
1019,1383282000000,39,2.170192709584828
1014,1383279600000,46,0.0125834599669658
1018,1383328800000,39,5.332258577573255
1005,1383333000000,39,4.145146024882004
1004,1383303600000,33,0.0052803655136576
1008,1383300600000,39,7.157443627258156
1007,1383298800000,353,0.003236496088091
1000,1383307200000,41,0.0036215255509797
1010,1383270000000,39,2.5198374413234346
1008,1383331800000,39,6.439367242369094
1011,1383313200000,39,6.568590848728621
1005,1383323400000,33,0.0101505416898595
10,1383294000000,46,0.0286530890659561
1010,1383296400000,39,5.001401613524225
1016,1383264600000,39,3.850560565941833
1008,1383279600000,46,0.0053925497947002
1015,1383341400000,39,5.81143078843153
1003,1383285600000,33,0.0011370223139808
1007,1383274200000,39,1.6467081914271011
1008,1383319800000,33,0.055115660599345
10,1383263400000,39,4.753591938873793
1011,1383277800000,39,2.375104976978497
102,1383261000000,46,0.0027123356349349
1005,1383308400000,49,0.0101505416898595
1019,1383318000000,49,0.0145763036584291
1005,1383291600000,39,3.127558370896631
1010,1383332400000,39,6.197033789123321
101,1383301200000,39,15.256162951395414
1013,1383323400000,39,7.0158614905024255
100,1383296400000,39,38.80249819922901
1014,1383289200000,353,0.0125834599669658
1006,1383286800000,39,2.4757798928733314
1015,1383294000000,39,3.660390868190222
1006,1383326400000,41,9.69810208486E-4
1010,1383331200000,39,4.996713388504962
1014,1383301200000,33,0.0187056015411806
102,1383302400000,39,10.17861027306009
1008,1383276600000,39,3.1604792948475064
1006,1383320400000,55,5.289352331016E-4
1005,1383322200000,39,3.951564110049399
102,1383283800000,39,5.198615639246714
1019,1383311400000,39,5.666889859077813
1,1383342000000,39,9.142527178499586
10000,1383338400000,39,16.379246876354078
10,1383307200000,46,0.0286530890659561
1011,1383301200000,33,0.0187056015411806
102,1383300000000,49,0.0075337953325166
1017,1383307800000,39,5.1118985798902
1011,1383294600000,39,3.880046090007061
1002,1383278400000,39,2.413592896433993
1010,1383295200000,39,3.98291368675895
100,1383287400000,39,21.03149201892619
102,1383291600000,46,0.0027123356349349
1001,1383344400000,39,5.402861595280589
1009,1383295200000,39,4.057067975407392
1017,1383340800000,39,3.921427221404951
102,1383291600000,39,9.5132157135009
1013,1383264000000,39,4.131855895945847
102,1383298800000,49,0.0213010264504589
100,1383312600000,39,18.11240258781941
1009,1383320400000,39,5.751313735453342
1018,1383274800000,39,2.6500427417564523
1005,1383313800000,49,0.0020395152372192
1012,1383267600000,39,2.5774767924252395
1003,1383276600000,1,0.001022986861976
10000,1383282000000,39,14.787498784350324
1003,1383262800000,33,0.001022986861976
1002,1383273600000,49,0.0013448591630844
1011,1383323400000,39,6.70298466623921
10,1383322200000,39,9.265416237060403
102,1383304200000,39,10.0717753382524
1010,1383283200000,39,1.735885682513672
1007,1383288000000,46,0.003236496088091
1005,1383313200000,39,4.441042643795727
1000,1383313200000,49,0.0072430511019595
10,1383312000000,39,8.755725787288018
1014,1383343800000,39,5.6435573011147335
1008,1383267600000,39,3.990280639000789
1007,1383324000000,39,3.280005237673479
1003,1383324600000,49,0.007610405359991
1008,1383303600000,33,0.0053925497947002
10,1383319200000,39,7.816678883574989
1000,1383331200000,46,0.0800995970142345
1006,1383322800000,39,3.749899133995832
1007,1383296400000,88239,0.0054248949108197
1014,1383328200000,39,5.421847269741949
1017,1383340200000,39,5.237610222811578
102,1383297000000,41,0.0027123356349349
1012,1383339600000,39,6.137619030178976
1,1383308400000,39,11.943651680618162
1008,1383270000000,39,3.430672602849201
1011,1383268800000,39,4.002177297266624
10,1383342000000,39,6.564551128046922
1001,1383304800000,39,4.954278447160204
101,1383312000000,39,13.296155191513948
1005,1383307200000,49,0.0101505416898595
1003,1383340200000,39,4.7166020872428485
1003,1383310200000,39,5.173015364893559
1018,1383313200000,41,0.0128767436751658
1000,1383334800000,39,29.33360500360252
100,1383346200000,39,5.792102546633306
1014,1383338400000,39,6.061570602880659
1011,1383296400000,88239,0.004714336869705
1010,1383328800000,39,4.066674762387424
1007,1383327000000,39,3.136826153849601
1005,1383315000000,39,4.141715058834705
1008,1383326400000,39,5.695816101065947
1001,1383325800000,39,5.472195216870087
101,1383268200000,39,7.505232218419196
1017,1383267000000,46,5.126286844988E-4
102,1383278400000,46,0.0241193809118467
1006,1383321600000,39,4.406425494342042
1016,1383330000000,32,0.0015035058290982
1004,1383282600000,39,2.586201333199401
1015,1383308400000,39,5.533961623358081
102,1383284400000,39,5.326810278234225
1005,1383277200000,46,0.0020950477103623
1008,1383340800000,39,5.182947077581988
1001,1383333000000,39,5.407454722414533
100,1383301800000,33,0.0407742548283371
1008,1383293400000,49,0.055115660599345
1012,1383267000000,46,0.0095356669435234
10000,1383261600000,39,15.018572886353278
100,1383295800000,39,38.29524350460426
1007,1383270000000,33,0.003236496088091
101,1383271800000,39,5.701539951477344
1006,1383279600000,46,0.0071425135294879
1017,1383300600000,39,4.633631466585555
1015,1383304200000,32,0.0182565667957476
10,1383317400000,39,8.805027469642289
1005,1383294600000,41,0.020301083379719
1008,1383280200000,39,3.089784212801738
1015,1383277800000,39,2.581354473194111
1004,1383297600000,39,4.692227669170469
1019,1383315000000,39,6.624877892487028
1011,1383273600000,39,3.104142682765854
1009,1383292200000,39,3.606140533488052
1002,1383267000000,46,5.696450868746E-4
1008,1383268800000,88239,2.425655445186E-4
10000,1383315600000,39,22.30912920736321
1010,1383308400000,39,6.338224066173681
1012,1383278400000,39,2.310728076432391
1010,1383277200000,46,0.0025615851366881
100,1383322800000,32,0.0407742548283371
1000,1383333600000,44,0.0800995970142345
1016,1383279600000,39,1.9581913975001453
1016,1383275400000,43,0.0015035058290982
1016,1383311400000,39,5.810016789939607
1002,1383302400000,46,5.696450868746E-4
101,1383309000000,39,13.03909738477465
1013,1383310200000,46,0.0125206092576234
100,1383280800000,39,11.139301198807932
1006,1383301200000,46,0.0071425135294879
1006,1383296400000,39,3.711546052608495
1010,1383319200000,39,6.967047750676644
1015,1383312000000,39,6.032145333570373
1016,1383262800000,39,3.4244076516987496
1004,1383265200000,39,3.8509979737950206
10,1383339600000,39,6.4197675994400285
1015,1383296400000,88239,0.0125834599669658
1008,1383312600000,39,8.379065571108669
10,1383303600000,39,8.304279803313907
1019,1383312600000,39,5.920124903327991
102,1383292800000,46,0.0027123356349349
1002,1383279000000,46,5.696450868746E-4
1017,1383277200000,46,5.126286844988E-4
1013,1383324600000,46,0.0125206092576234
1007,1383310200000,39,3.640337827739343
1,1383327000000,39,15.673640696558882
1009,1383264600000,39,3.723345156854569
1004,1383316800000,39,5.889182805262159
1015,1383295800000,39,5.206010898735862
1006,1383273600000,49,5.289352331016E-4
1013,1383270000000,39,3.177159625018892
1004,1383329400000,39,5.162022134532932
