GridID,TimeInterval,smsin,smsout,callin,callout,internet
1,1383278400000,,,,,0.0261374242642866
1,1383294000000,,,,,0.0261374242642866
1,1383301200000,,,,,0.0261374242642866
1,1383306000000,,,,,0.0261374242642866
1,1383307200000,,,,,0.0261374242642866
1,1383309000000,,,,,0.0017873101054994
1,1383318600000,,,,,0.0261374242642866
1,1383319800000,,,,,0.0017873101054994
1,1383320400000,,,,,0.0017873101054994
1,1383322800000,,,,,0.0261374242642866
1,1383327000000,,,,,0.0261374242642866
1,1383328200000,,,,,0.0261374242642866
1,1383328800000,,,,,0.0261374242642866
1,1383329400000,,,,,0.0017873101054994
10,1383278400000,,,,,0.0286530890659561
10,1383294000000,,,,,0.0286530890659561
10,1383301200000,,,,,0.0286530890659561
10,1383306000000,,,,,0.0286530890659561
10,1383307200000,,,,,0.0286530890659561
10,1383318600000,,,,,0.0286530890659561
10,1383322800000,,,,,0.0286530890659561
10,1383327000000,,,,,0.0286530890659561
10,1383328200000,,,,,0.0286530890659561
10,1383328800000,,,,,0.0286530890659561
100,1383263400000,,,,,0.0815485096566743
100,1383271800000,,,,,0.0407742548283371
100,1383289200000,,,,,0.0815485096566743
100,1383290400000,,,,,0.0407742548283371
100,1383294000000,,,,,0.2395780726733902
100,1383294600000,,,,,0.0407742548283371
100,1383297000000,,,,,0.0407742548283371
100,1383300600000,,,,,0.0815485096566743
100,1383305400000,,,,0.0798593575577967,
100,1383318600000,,,,,0.0042299450559759
100,1383333600000,,,,,0.0407742548283371
100,1383336000000,,,,,0.0407742548283371
100,1383337800000,,,,,0.0407742548283371
100,1383342600000,,,,,0.0407742548283371
1000,1383292800000,,,,,0.0036215255509797
1000,1383297600000,,,,,0.0800995970142345
1000,1383302400000,,,,,0.0036215255509797
1000,1383303000000,,,,,0.0036215255509797
1000,1383310800000,,,,,0.0800995970142345
1000,1383319200000,,,,,0.0800995970142345
1000,1383324000000,,,,,0.0036215255509797
1000,1383331200000,,,,,0.0800995970142345
1000,1383334800000,,,,,0.0800995970142345
10000,1383264000000,,,,,0.0859947728846425
10000,1383270000000,,,,,0.0859947728846425
10000,1383270600000,,,,,0.054231319387068
10000,1383287400000,,,,,0.0859947728846425
10000,1383288000000,,,,,0.054231319387068
10000,1383304800000,,0.2082453134955084,,,
10000,1383311400000,,,,,0.0859947728846425
10000,1383313200000,,,,,0.054231319387068
10000,1383316200000,,,,,0.054231319387068
1001,1383309000000,,,,,0.0203572254965652
1001,1383319800000,,,,,0.0203572254965652
1001,1383320400000,,,,,0.0203572254965652
1001,1383329400000,,,,,0.0203572254965652
1002,1383261600000,,,,,0.0005696450868746
1002,1383263400000,,,,,0.0005696450868746
1002,1383265200000,,,,,0.0005696450868746
1002,1383267000000,,,,,0.0005696450868746
1002,1383268800000,,,,,0.0005696450868746
1002,1383273000000,,,,,0.0005696450868746
1002,1383274800000,,,,,0.0005696450868746
1002,1383277200000,,,,,0.0005696450868746
1002,1383279000000,,,,,0.0005696450868746
1002,1383279600000,,,,,0.0005696450868746
1002,1383291600000,,,,,0.0005696450868746
1002,1383298200000,,0.0013448591630844,,,
1002,1383299400000,,,,,0.0005696450868746
1002,1383300000000,,,,,0.0005696450868746
1002,1383301200000,,,,,0.0005696450868746
1002,1383302400000,,,,,0.0005696450868746
1002,1383304800000,,,,,0.0005696450868746
1002,1383306600000,,,,,0.0005696450868746
1002,1383309000000,,,,,0.0203572254965652
1002,1383310200000,,,,,0.0005696450868746
1002,1383312600000,,,,,0.0005696450868746
1002,1383314400000,,,,,0.0005696450868746
1002,1383316200000,,,,,0.0005696450868746
1002,1383319800000,,,,,0.0203572254965652
1002,1383320400000,,,,,0.0203572254965652
1002,1383324600000,,,,,0.0005696450868746
1002,1383327600000,,,,,0.0005696450868746
1002,1383329400000,,,,,0.0203572254965652
1002,1383330000000,,,,,0.0005696450868746
1002,1383331800000,,,,,0.0005696450868746
1002,1383339000000,,,,,0.0005696450868746
1002,1383340800000,,,,,0.0005696450868746
1002,1383343200000,,,,,0.0005696450868746
1002,1383345000000,,,,,0.0005696450868746
1003,1383309000000,,,,,0.0194356670767563
1003,1383318000000,,,,,0.001022986861976
1003,1383319800000,,,,,0.0194356670767563
1003,1383320400000,,,,,0.0194356670767563
1003,1383329400000,,,,,0.0194356670767563
1004,1383261600000,,,,,0.0052803655136576
1004,1383263400000,,,,,0.0052803655136576
1004,1383265200000,,,,,0.0052803655136576
1004,1383267000000,,,,,0.0052803655136576
1004,1383268800000,,,,,0.0052803655136576
1004,1383273000000,,,,,0.0052803655136576
1004,1383274800000,,,,,0.0052803655136576
1004,1383277200000,,,,,0.0052803655136576
1004,1383279000000,,,,,0.0052803655136576
1004,1383279600000,,,,,0.0052803655136576
1004,1383291600000,,,,,0.0052803655136576
1004,1383299400000,,,,,0.0052803655136576
1004,1383300000000,,,,,0.0052803655136576
1004,1383301200000,,,,,0.0052803655136576
1004,1383302400000,,,,,0.0052803655136576
1004,1383304800000,,,,,0.0052803655136576
1004,1383306600000,,,,,0.0052803655136576
1004,1383309000000,,,,,0.0203572254965652
1004,1383310200000,,,,,0.0052803655136576
1004,1383312600000,,,,,0.0052803655136576
1004,1383314400000,,,,,0.0052803655136576
1004,1383316200000,,,,,0.0052803655136576
1004,1383319800000,,,,,0.0203572254965652
