GridID,TimeInterval,smsin,smsout,callin,callout,internet
100,1383334200000,,,0.0407742548283371,,
1000,1383327000000,,0.0800995970142345,,,
1005,1383342600000,0.0003499094530288,,,,
1006,1383342600000,0.000969810208486,,,,
1007,1383331800000,,,,0.003236496088091,
1008,1383306600000,,,,,0.055115660599345
1008,1383331800000,,,,0.0002425655445186,
1008,1383332400000,,,,,0.055115660599345
1016,1383328200000,,,,0.0017157797127517,
1018,1383342600000,0.0074147021608114,,,,
1019,1383342600000,0.0145763036584291,,,,
