GridID,TimeInterval,smsin,smsout,callin,callout,internet
10000,1383277800000,,,,0.0859947728846425,
10000,1383284400000,,,,0.0859947728846425,
10000,1383293400000,,,,0.0859947728846425,
10000,1383298200000,,0.5159686373078554,,,
10000,1383329400000,,,,0.1719895457692851,
1003,1383294600000,0.001022986861976,,,,
1003,1383298200000,0.001022986861976,0.001022986861976,,,
1015,1383294600000,0.0005424678950037,,,,
1015,1383298200000,0.0005424678950037,0.0005424678950037,,,
1016,1383294600000,0.0015035058290982,,,,
1016,1383298200000,0.0015035058290982,0.0015035058290982,,,
