GridID,TimeInterval,smsin,smsout,callin,callout,internet
1,1383330600000,,,,0.0273004648771861,
10,1383316200000,,,0.0141257292523686,,
10,1383318000000,0.0282514585047373,,,,
10,1383330600000,,,,0.0101739906223334,
100,1383272400000,0.0407742548283371,,,,
100,1383295200000,,,,,0.0407742548283371
100,1383298800000,,,,,0.0798593575577967
100,1383299400000,,,,,0.0798593575577967
100,1383302400000,0.0407742548283371,,,,
100,1383304800000,0.0407742548283371,,,,0.1206336123861339
100,1383314400000,,,0.0407742548283371,,
100,1383319200000,,0.0798593575577967,,,
100,1383320400000,0.0407742548283371,,,,
100,1383323400000,,,0.0798593575577967,,
100,1383336000000,,,0.0407742548283371,,
1000,1383307200000,0.0800995970142345,,,,
1000,1383310800000,,0.0800995970142345,,,
1000,1383314400000,,0.0036215255509797,,,
1000,1383324600000,,,0.0036215255509797,,
1000,1383331800000,0.0108645766529392,,,,
1000,1383335400000,,0.160199194028469,,,
1000,1383336600000,0.160199194028469,,,,
1000,1383338400000,0.0800995970142345,,,,
10000,1383262200000,,,,,0.054231319387068
10000,1383296400000,0.0859947728846425,,,,
10000,1383297600000,,,,,0.2082453134955084
10000,1383300000000,,,,,0.294240086380151
10000,1383302400000,,0.0859947728846425,,,
10000,1383328200000,,,,,0.0859947728846425
1002,1383291600000,,,,,0.0013448591630844
1002,1383301800000,,,,,0.0013448591630844
1005,1383291600000,,,,,0.0052987887479102
1005,1383293400000,,,,,0.0101505416898595
1005,1383301800000,,,,,0.0052987887479102
1005,1383306600000,0.0008980694908679,0.0008980694908679,,0.0004490347454339,
1005,1383313200000,,,,0.0008980694908679,
1005,1383319800000,,,,,0.0101505416898595
1006,1383291600000,,,,,0.0005289352331016
1006,1383301800000,,,,,0.0005289352331016
1006,1383306600000,0.0150368913789469,0.0150368913789469,,0.0075184456894734,
1006,1383313200000,,,,0.0150368913789469,
1006,1383316200000,,,0.0020386714169939,,
1006,1383318000000,0.0040773428339878,,,,
1007,1383298800000,,,,,0.003236496088091
1007,1383306600000,0.0196534049410467,0.0196534049410467,,0.0098267024705233,
1007,1383313200000,,,,0.0196534049410467,
1007,1383313800000,,,0.003236496088091,,
1008,1383262800000,,,,0.055115660599345,
1008,1383284400000,,0.055115660599345,,,
1008,1383292200000,,,0.055115660599345,,
1008,1383298800000,,,,,0.0002425655445186
1008,1383306600000,0.0287471057337272,0.0287471057337272,,0.0143735528668636,
1008,1383313200000,,,,0.0287471057337272,
1008,1383313800000,,,0.0002425655445186,,0.055115660599345
1009,1383306600000,0.0374112030823613,0.0374112030823613,,0.0187056015411806,
1009,1383313200000,,,,0.0374112030823613,
101,1383330600000,,,,0.0272441198540478,
1010,1383306600000,0.0374112030823613,0.0374112030823613,,0.0187056015411806,
1010,1383313200000,,,,0.0374112030823613,
1011,1383306600000,0.0374112030823613,0.0374112030823613,,0.0187056015411806,
1011,1383313200000,,,,0.0374112030823613,
1012,1383306600000,0.0374112030823613,0.0374112030823613,,0.0187056015411806,
1012,1383313200000,,,,0.0374112030823613,
1013,1383306600000,0.0374112030823613,0.0374112030823613,,0.0187056015411806,
1013,1383313200000,,,,0.0374112030823613,
1014,1383306600000,0.0374112030823613,0.0374112030823613,,0.0187056015411806,
1014,1383313200000,,,,0.0374112030823613,
1015,1383306600000,0.0365131335914953,0.0365131335914953,,0.0182565667957476,
1015,1383313200000,,,,0.0365131335914953,
1016,1383306600000,0.0332285297372344,0.0332285297372344,,0.0166142648686172,
1016,1383313200000,,,,0.0332285297372344,
1017,1383306600000,0.0374112030823613,0.0374112030823613,,0.0187056015411806,
1017,1383313200000,,,,0.0374112030823613,
1018,1383306600000,0.0183808003936158,0.0183808003936158,,0.0091904001968079,
1018,1383313200000,,,,0.0183808003936158,
102,1383304800000,,,,0.0075337953325166,
