GridID,TimeInterval,smsin,smsout,callin,callout,internet
1,1383320400000,,,,0.0017873101054994,
100,1383264000000,0.0407742548283371,,,,
100,1383310800000,0.0407742548283371,,,,
100,1383339600000,,,,0.0407742548283371,
100,1383340200000,0.0407742548283371,,,,
100,1383345000000,,,0.0407742548283371,,
1000,1383316200000,0.0800995970142345,,,0.0800995970142345,
1000,1383316800000,0.0325505542767204,,,,
1000,1383323400000,,,,0.0800995970142345,
1000,1383336000000,,,,0.0036215255509797,
10000,1383299400000,,,,0.0047743183024729,
10000,1383315600000,,,0.0859947728846425,,
10000,1383318000000,,,0.054231319387068,,
10000,1383336000000,,,,0.0859947728846425,
10000,1383342000000,,,0.0859947728846425,,
1001,1383320400000,,,,0.0203572254965652,
1001,1383334800000,,,,0.007971259099211,
1002,1383320400000,,,,0.0203572254965652,
1002,1383334800000,,,,0.007131752866604,
1003,1383320400000,,,,0.0194356670767563,
1003,1383334800000,,,,0.007610405359991,
1004,1383320400000,,,,0.0203572254965652,
1004,1383334800000,,,,0.0044803802495143,
1005,1383320400000,,,,0.0161691339294144,
1005,1383334800000,,,,0.0020395152372192,
1006,1383320400000,,,,0.0095842223443156,
1006,1383334800000,,,,0.0007482502198503,
1007,1383303600000,,,,0.003236496088091,
1007,1383320400000,,,,0.0027187356454788,
1007,1383334800000,,,,0.0003608537392199,
1007,1383342000000,,,,0.003236496088091,
1008,1383303600000,,,,0.0002425655445186,
1008,1383342000000,,,,0.0002425655445186,
101,1383304800000,,,0.0009631559345979,,
102,1383300000000,,,0.0075337953325166,0.0075337953325166,
102,1383304200000,,,0.0027123356349349,,
102,1383304800000,,,0.0003557326688702,,
